user_id,item_id,correct,dimension_id
10,101,2.0,11
10,102,1.6666666666666665,11
10,103,1.6666666666666665,11
10,104,1.0,11
10,105,1.6666666666666665,12
10,106,2.0,11
10,107,2.0,11
10,108,1.5,12
10,109,2.0,11
10,110,1.6666666666666665,12
10,111,1.0,11
10,112,1.6666666666666665,12
10,113,2.0,11
10,114,1.6666666666666665,12
10,115,1.6666666666666665,11
10,116,1.1666666666666667,12
10,117,1.0,11
10,118,1.6666666666666665,12
10,119,1.0,11
10,120,1.8333333333333335,12
10,121,1.0,11
10,122,1.6666666666666665,12
10,123,1.0,11
11,0,1.6666666666666665,0
11,1,1.6666666666666665,0
11,2,2.0,0
11,3,2.0,0
11,4,1.6666666666666665,0
11,5,1.6666666666666665,0
11,6,1.5,1
11,7,1.6666666666666665,0
11,8,1.2,2
11,9,1.75,1
11,10,1.6666666666666665,0
11,11,1.75,2
11,12,1.5,1
11,13,1.6666666666666665,0
11,14,1.4,2
11,15,1.75,1
11,16,1.6666666666666665,0
11,17,1.5,2
11,18,1.75,1
11,19,2.0,0
11,20,1.2,2
11,21,1.25,1
11,22,1.3333333333333333,0
11,23,1.75,2
11,24,1.5,1
11,25,1.3333333333333333,0
11,26,1.5714285714285714,2
11,27,1.6666666666666665,0
11,28,1.75,2
11,29,1.0,0
12,95,1.6666666666666665,11
12,96,1.6666666666666665,11
12,97,1.0,11
12,98,2.0,11
12,99,1.6666666666666665,11
12,100,1.3333333333333333,11
12,101,1.6666666666666665,11
12,102,1.6666666666666665,11
12,103,1.3333333333333333,11
12,104,1.0,11
12,105,1.5,12
12,106,1.6666666666666665,11
12,107,1.6666666666666665,11
12,108,1.5,12
12,109,1.6666666666666665,11
12,110,1.6666666666666665,12
12,111,1.3333333333333333,11
12,112,1.5,12
12,113,1.6666666666666665,11
12,114,1.6666666666666665,12
12,115,1.6666666666666665,11
12,116,1.1666666666666667,12
12,117,1.3333333333333333,11
12,118,1.1666666666666667,12
12,119,1.3333333333333333,11
12,120,1.6666666666666665,12
12,121,1.3333333333333333,11
12,122,1.3333333333333333,12
12,123,1.0,11
13,0,1.0,0
13,95,1.6666666666666665,11
13,33,1.6666666666666665,6
13,33,1.6666666666666665,7
13,33,1.6666666666666665,8
13,1,2.0,0
13,96,1.6666666666666665,11
13,36,1.6666666666666665,6
13,36,1.6666666666666665,7
13,36,1.6666666666666665,8
13,2,1.3333333333333333,0
13,97,2.0,11
13,39,1.3333333333333333,6
13,39,1.3333333333333333,7
13,39,1.3333333333333333,8
13,3,1.3333333333333333,0
13,98,1.0,11
13,41,2.0,6
13,41,2.0,7
13,41,2.0,8
13,4,1.3333333333333333,0
13,99,1.0,11
13,43,1.0,6
13,43,1.0,7
13,43,1.0,8
13,5,1.0,0
13,100,1.3333333333333333,11
13,44,1.3333333333333333,6
13,44,1.3333333333333333,7
13,44,1.3333333333333333,8
13,101,1.6666666666666665,11
13,45,1.6666666666666665,6
13,45,1.6666666666666665,7
13,45,1.6666666666666665,8
13,102,1.6666666666666665,11
13,46,1.6666666666666665,6
13,46,1.6666666666666665,7
13,46,1.6666666666666665,8
13,103,2.0,11
13,47,2.0,6
13,47,2.0,7
13,47,2.0,8
13,104,1.0,11
13,48,1.6666666666666665,6
13,48,1.6666666666666665,7
13,48,1.6666666666666665,8
13,49,1.75,9
13,49,1.75,10
13,105,2.0,12
13,7,1.3333333333333333,0
13,106,1.6666666666666665,11
13,8,1.0,2
13,53,1.6666666666666665,6
13,53,1.6666666666666665,7
13,53,1.6666666666666665,8
13,107,1.6666666666666665,11
13,54,1.6666666666666665,6
13,54,1.6666666666666665,7
13,54,1.6666666666666665,8
13,55,1.6666666666666665,6
13,55,1.6666666666666665,7
13,55,1.6666666666666665,8
13,56,1.0,9
13,56,1.0,10
13,108,2.0,12
13,10,1.3333333333333333,0
13,109,2.0,11
13,11,1.25,2
13,60,1.3333333333333333,6
13,60,1.3333333333333333,7
13,60,1.3333333333333333,8
13,61,1.75,9
13,61,1.75,10
13,110,2.0,12
13,13,1.3333333333333333,0
13,111,1.0,11
13,14,1.1,2
13,65,1.6666666666666665,6
13,65,1.6666666666666665,7
13,65,1.6666666666666665,8
13,66,2.0,9
13,66,2.0,10
13,112,2.0,12
13,16,1.0,0
13,113,1.6666666666666665,11
13,17,1.75,2
13,70,1.6666666666666665,6
13,70,1.6666666666666665,7
13,70,1.6666666666666665,8
13,71,1.75,9
13,71,1.75,10
13,114,2.0,12
13,19,1.6666666666666665,0
13,115,1.3333333333333333,11
13,20,1.0,2
13,75,1.6666666666666665,6
13,75,1.6666666666666665,7
13,75,1.6666666666666665,8
13,76,1.75,9
13,76,1.75,10
13,116,2.0,12
13,22,1.3333333333333333,0
13,117,2.0,11
13,23,1.25,2
13,80,1.3333333333333333,6
13,80,1.3333333333333333,7
13,80,1.3333333333333333,8
13,81,1.75,9
13,81,1.75,10
13,118,2.0,12
13,25,1.0,0
13,119,1.0,11
13,26,1.0,2
13,85,1.6666666666666665,6
13,85,1.6666666666666665,7
13,85,1.6666666666666665,8
13,86,1.0,9
13,86,1.0,10
13,120,2.0,12
13,27,1.3333333333333333,0
13,121,1.0,11
13,28,1.25,2
13,90,2.0,6
13,90,2.0,7
13,90,2.0,8
13,122,2.0,12
13,29,1.0,0
13,123,1.3333333333333333,11
13,94,1.0,6
13,94,1.0,7
13,94,1.0,8
14,0,1.6666666666666665,0
14,1,1.3333333333333333,0
14,2,1.6666666666666665,0
14,3,1.6666666666666665,0
14,4,1.3333333333333333,0
14,5,1.6666666666666665,0
14,6,1.5,1
14,7,1.6666666666666665,0
14,9,1.25,1
14,10,1.0,0
14,12,1.0,1
14,13,1.3333333333333333,0
14,15,1.75,1
14,16,2.0,0
14,18,1.75,1
14,19,2.0,0
14,21,1.5,1
14,22,1.0,0
14,24,1.5,1
14,25,1.0,0
14,27,1.0,0
14,29,1.0,0
15,95,2.0,11
15,96,1.6666666666666665,11
15,97,1.6666666666666665,11
15,98,1.0,11
15,99,2.0,11
15,100,1.6666666666666665,11
15,101,1.6666666666666665,11
15,102,2.0,11
15,103,1.0,11
15,104,1.0,11
15,106,1.6666666666666665,11
15,107,1.6666666666666665,11
15,109,2.0,11
15,111,1.3333333333333333,11
15,113,1.6666666666666665,11
15,115,1.6666666666666665,11
15,117,2.0,11
15,119,1.0,11
15,121,1.3333333333333333,11
15,123,1.3333333333333333,11
16,30,1.3333333333333333,3
16,0,2.0,0
16,31,1.75,4
16,32,1.25,5
16,33,1.6666666666666665,6
16,33,1.6666666666666665,7
16,33,1.6666666666666665,8
16,34,1.3333333333333333,3
16,1,1.6666666666666665,0
16,35,1.75,5
16,36,1.3333333333333333,6
16,36,1.3333333333333333,7
16,36,1.3333333333333333,8
16,37,1.6666666666666665,3
16,2,1.6666666666666665,0
16,38,1.75,5
16,39,1.3333333333333333,6
16,39,1.3333333333333333,7
16,39,1.3333333333333333,8
16,3,2.0,0
16,40,1.75,5
16,41,1.6666666666666665,6
16,41,1.6666666666666665,7
16,41,1.6666666666666665,8
16,4,2.0,0
16,42,1.75,5
16,43,1.6666666666666665,6
16,43,1.6666666666666665,7
16,43,1.6666666666666665,8
16,5,1.6666666666666665,0
16,44,1.6666666666666665,6
16,44,1.6666666666666665,7
16,44,1.6666666666666665,8
16,45,1.0,6
16,45,1.0,7
16,45,1.0,8
16,46,2.0,6
16,46,2.0,7
16,46,2.0,8
16,47,2.0,6
16,47,2.0,7
16,47,2.0,8
16,48,1.6666666666666665,6
16,48,1.6666666666666665,7
16,48,1.6666666666666665,8
16,49,1.25,9
16,49,1.25,10
16,50,2.0,3
16,7,2.0,0
16,51,1.75,4
16,52,1.25,5
16,53,1.6666666666666665,6
16,53,1.6666666666666665,7
16,53,1.6666666666666665,8
16,54,1.6666666666666665,6
16,54,1.6666666666666665,7
16,54,1.6666666666666665,8
16,55,1.6666666666666665,6
16,55,1.6666666666666665,7
16,55,1.6666666666666665,8
16,56,1.25,9
16,56,1.25,10
16,57,1.6666666666666665,3
16,10,2.0,0
16,58,1.5,4
16,59,2.0,5
16,60,1.6666666666666665,6
16,60,1.6666666666666665,7
16,60,1.6666666666666665,8
16,61,1.25,9
16,61,1.25,10
16,62,1.3333333333333333,3
16,13,2.0,0
16,63,1.75,4
16,64,2.0,5
16,65,1.6666666666666665,6
16,65,1.6666666666666665,7
16,65,1.6666666666666665,8
16,66,1.75,9
16,66,1.75,10
16,67,1.3333333333333333,3
16,16,1.6666666666666665,0
16,68,1.75,4
16,69,1.75,5
16,70,1.6666666666666665,6
16,70,1.6666666666666665,7
16,70,1.6666666666666665,8
16,71,1.25,9
16,71,1.25,10
16,72,1.6666666666666665,3
16,19,1.6666666666666665,0
16,73,2.0,4
16,74,1.75,5
16,75,1.3333333333333333,6
16,75,1.3333333333333333,7
16,75,1.3333333333333333,8
16,76,1.25,9
16,76,1.25,10
16,77,1.5,3
16,22,1.0,0
16,78,1.75,4
16,79,1.75,5
16,80,1.3333333333333333,6
16,80,1.3333333333333333,7
16,80,1.3333333333333333,8
16,81,1.25,9
16,81,1.25,10
16,82,1.3333333333333333,3
16,25,1.0,0
16,83,1.75,4
16,84,1.25,5
16,85,1.6666666666666665,6
16,85,1.6666666666666665,7
16,85,1.6666666666666665,8
16,86,1.25,9
16,86,1.25,10
16,87,1.6666666666666665,3
16,27,1.0,0
16,88,1.75,4
16,89,1.25,5
16,90,1.6666666666666665,6
16,90,1.6666666666666665,7
16,90,1.6666666666666665,8
16,91,1.6666666666666665,3
16,29,1.0,0
16,92,1.75,4
16,93,2.0,5
16,94,1.3333333333333333,6
16,94,1.3333333333333333,7
16,94,1.3333333333333333,8
17,95,1.6666666666666665,11
17,96,2.0,11
17,97,1.6666666666666665,11
17,98,1.0,11
17,99,1.6666666666666665,11
17,100,1.6666666666666665,11
17,101,1.6666666666666665,11
17,102,1.6666666666666665,11
17,103,1.6666666666666665,11
17,104,1.0,11
17,105,1.8333333333333335,12
17,106,1.6666666666666665,11
17,107,1.6666666666666665,11
17,108,1.6666666666666665,12
17,109,2.0,11
17,110,1.6666666666666665,12
17,111,1.3333333333333333,11
17,112,1.6666666666666665,12
17,113,2.0,11
17,114,1.6666666666666665,12
17,115,2.0,11
17,116,1.6666666666666665,12
17,117,1.6666666666666665,11
17,118,1.6666666666666665,12
17,119,1.3333333333333333,11
17,120,1.6666666666666665,12
17,121,1.0,11
17,122,1.6666666666666665,12
17,123,1.0,11
18,124,1.5,13
18,125,2.0,13
18,126,2.0,13
18,127,2.0,13
18,128,1.75,13
18,129,1.5,13
18,130,1.0,13
18,131,2.0,13
18,132,2.0,13
18,133,2.0,13
18,134,2.0,13
18,135,2.0,13
18,136,2.0,13
18,137,2.0,13
18,138,2.0,13
18,139,1.5,13
18,140,1.75,13
18,141,2.0,13
18,142,2.0,13
18,143,2.0,13
19,95,2.0,11
19,96,2.0,11
19,97,1.0,11
19,98,1.3333333333333333,11
19,99,2.0,11
19,100,2.0,11
19,101,2.0,11
19,102,2.0,11
19,103,1.6666666666666665,11
19,104,2.0,11
19,106,2.0,11
19,107,2.0,11
19,109,2.0,11
19,111,1.3333333333333333,11
19,113,1.6666666666666665,11
19,115,2.0,11
19,117,2.0,11
19,119,2.0,11
19,121,1.0,11
19,123,1.6666666666666665,11
20,95,2.0,11
20,96,2.0,11
20,97,2.0,11
20,98,1.0,11
20,99,2.0,11
20,100,2.0,11
20,101,1.6666666666666665,11
20,102,2.0,11
20,103,2.0,11
20,104,1.6666666666666665,11
20,105,2.0,12
20,106,2.0,11
20,107,1.6666666666666665,11
