user_id,item_id,dimension_id,correct
4,60,4,1.3
4,61,4,1.35
4,62,4,1.6099999999999999
4,63,4,1.15
4,64,4,1.62
4,65,5,1.3599999999999999
4,66,5,1.53
4,67,5,1.33
4,68,5,1.54
4,69,5,1.16
4,70,5,1.57
4,71,5,1.07
4,72,5,1.46
4,73,5,1.17
4,74,5,1.18
4,75,5,1.3399999999999999
4,76,5,1.24
4,77,6,1.25
4,78,6,1.04
4,79,6,1.1
4,80,6,1.8699999999999999
4,81,6,1.8199999999999998
4,82,6,1.12
4,83,6,1.53
4,84,6,1.03
4,85,6,1.06
4,86,6,1.53
4,87,7,1.06
4,88,7,1.2
4,89,7,1.03
4,90,7,1.06
4,91,7,1.37
4,92,7,1.06
4,93,7,1.1
4,94,7,1.05
4,95,7,1.06
4,96,7,1.14
4,97,7,1.17
4,98,8,1.04
4,99,8,1.17
4,100,8,1.2
4,101,8,1.6099999999999999
4,102,8,1.05
4,103,8,1.55
4,104,8,1.69
4,105,8,1.35
4,106,8,1.35
4,107,8,1.03
4,108,8,1.22
4,109,8,1.6099999999999999
4,110,8,1.31
4,111,8,1.21
4,112,8,1.65
4,113,8,1.28
4,114,8,1.04
4,115,8,1.58
5,0,0,1.01
5,1,0,1.17
5,2,0,1.52
5,3,0,1.42
5,4,0,1.49
5,5,0,1.73
5,6,0,1.35
5,7,0,1.72
5,8,0,1.16
5,9,0,1.01
5,10,0,1.78
5,11,0,1.01
5,12,0,1.3
5,13,0,1.01
5,14,0,1.51
5,15,1,1.22
5,16,1,1.02
5,17,1,1.01
5,18,1,1.01
5,19,1,1.52
5,20,1,1.01
5,21,1,1.2
5,22,1,1.21
5,23,1,1.01
5,24,1,1.01
5,25,1,1.0
5,26,1,1.01
5,27,1,1.02
5,28,2,1.24
5,29,2,1.75
5,30,2,1.44
5,31,2,1.22
5,32,2,1.62
5,33,2,1.24
5,34,2,1.6400000000000001
5,35,2,1.54
5,36,2,1.63
5,37,2,1.6099999999999999
5,38,2,1.75
5,39,3,1.02
5,40,3,1.01
5,41,3,1.2
5,42,3,1.53
5,43,3,1.19
5,44,3,1.24
5,45,3,1.01
5,46,3,1.77
5,47,3,1.65
5,48,3,1.75
5,49,3,1.01
5,50,3,1.52
5,51,3,1.01
5,52,3,1.02
5,53,4,1.63
5,54,4,1.77
5,55,4,1.01
5,56,4,1.58
5,57,4,1.75
5,58,4,1.01
5,59,4,1.99
5,60,4,1.51
5,61,4,1.42
5,62,4,1.01
5,63,4,1.71
5,64,4,1.54
5,65,5,1.25
5,66,5,1.23
5,67,5,1.63
5,68,5,1.24
5,69,5,1.65
5,70,5,1.02
5,71,5,1.52
5,72,5,1.23
5,73,5,1.02
5,74,5,1.01
5,75,5,1.26
5,76,5,1.02
5,77,6,1.07
5,78,6,1.01
5,79,6,1.55
5,80,6,1.66
5,81,6,1.38
5,82,6,1.0
5,83,6,1.58
5,84,6,1.02
5,85,6,1.01
5,86,6,1.6099999999999999
5,87,7,1.2
5,88,7,1.62
5,89,7,1.24
5,90,7,1.26
5,91,7,1.98
5,92,7,1.27
5,93,7,1.21
5,94,7,1.71
5,95,7,1.99
5,96,7,1.5
5,97,7,1.5
5,98,8,1.2
5,99,8,1.23
5,100,8,1.22
5,101,8,1.5
5,102,8,1.23
5,103,8,1.22
5,104,8,1.6400000000000001
5,105,8,1.02
5,106,8,1.01
5,107,8,1.13
5,108,8,1.23
5,109,8,1.83
5,110,8,1.27
5,111,8,1.11
5,112,8,1.19
5,113,8,1.18
5,114,8,1.63
5,115,8,1.53
6,0,0,1.0
6,1,0,1.23
6,2,0,1.0
6,3,0,1.0
6,4,0,1.0
6,5,0,1.0
6,6,0,1.0
6,7,0,2.0
6,8,0,1.1
6,9,0,1.0
6,10,0,1.15
6,11,0,1.0
6,12,0,1.0
6,13,0,1.0
6,14,0,1.0
6,15,1,1.0
6,16,1,1.0
6,17,1,1.0
6,18,1,1.95
6,19,1,2.0
6,20,1,1.0
6,21,1,1.0
6,22,1,1.0
6,23,1,1.0
6,24,1,1.0
6,25,1,1.0
6,26,1,1.0
6,27,1,1.62
6,28,2,1.0
6,29,2,1.41
6,30,2,1.0
6,31,2,2.0
6,32,2,1.0
6,33,2,1.16
6,34,2,1.0
6,35,2,1.0
6,36,2,1.0
6,37,2,1.0
6,38,2,1.6099999999999999
6,39,3,1.0
6,40,3,1.0
6,41,3,1.0
6,42,3,1.69
6,43,3,1.0
6,44,3,1.07
6,45,3,1.19
6,46,3,1.57
6,47,3,1.17
6,48,3,1.0
6,49,3,1.57
6,50,3,1.0
6,51,3,1.3599999999999999
6,52,3,1.0
6,53,4,1.98
6,54,4,1.11
6,55,4,1.0
6,56,4,1.0
6,57,4,1.22
6,58,4,1.15
6,59,4,1.08
6,60,4,1.33
6,61,4,1.0
6,62,4,1.58
6,63,4,1.8199999999999998
6,64,4,1.78
6,65,5,1.27
6,66,5,1.6
6,67,5,1.35
6,68,5,1.68
6,69,5,1.7
6,70,5,1.37
6,71,5,1.0
6,72,5,1.0
6,73,5,1.0
6,74,5,1.53
6,75,5,1.8900000000000001
6,76,5,1.0
6,77,6,1.63
6,78,6,1.0
6,79,6,1.72
6,80,6,1.0
6,81,6,1.0
6,82,6,1.0
6,83,6,1.92
6,84,6,1.0
6,85,6,1.08
6,86,6,1.83
6,87,7,1.0
6,88,7,1.0
6,89,7,1.0
6,90,7,1.0
6,91,7,1.68
6,92,7,1.0
6,93,7,1.0
6,94,7,1.0
6,95,7,1.0
6,96,7,1.0
6,97,7,1.0
6,98,8,1.0
6,99,8,1.0
6,100,8,1.0
6,101,8,1.72
6,102,8,1.0
6,103,8,1.0
6,104,8,1.0
6,105,8,1.0
6,106,8,1.0
6,107,8,1.0
6,108,8,1.0
6,109,8,2.0
6,110,8,1.1
6,111,8,1.0
6,112,8,1.3
6,113,8,1.0
6,114,8,1.0
6,115,8,1.0
7,0,0,1.0
7,1,0,1.22
7,2,0,1.0
7,3,0,1.68
7,4,0,1.14
7,5,0,1.98
7,6,0,1.16
7,7,0,1.63
7,8,0,1.0
7,9,0,1.12
7,10,0,1.55
7,11,0,1.21
7,12,0,1.0
7,13,0,1.13
7,14,0,1.17
7,15,1,1.0
7,16,1,1.0
7,17,1,1.04
7,18,1,2.0
7,19,1,1.78
7,20,1,1.0
7,21,1,1.0
7,22,1,1.0
7,23,1,1.1
7,24,1,1.02
7,25,1,1.01
7,26,1,1.08
7,27,1,1.02
7,28,2,1.0
7,29,2,1.6099999999999999
7,30,2,1.27
7,31,2,1.74
7,32,2,1.0
7,33,2,1.77
7,34,2,1.0
7,35,2,1.8800000000000001
7,36,2,1.03
7,37,2,1.13
7,38,2,1.77
7,39,3,1.01
7,40,3,1.1
7,41,3,1.12
7,42,3,1.69
7,43,3,1.0
7,44,3,1.0
7,45,3,1.01
7,46,3,1.16
7,47,3,1.25
7,48,3,1.01
7,49,3,1.72
7,50,3,1.2
7,51,3,1.0
7,52,3,1.01
7,53,4,2.0
7,54,4,1.0
7,55,4,1.0
7,56,4,1.0
7,57,4,1.0
7,58,4,1.0
7,59,4,1.24
7,60,4,1.09
7,61,4,1.1400000000000001
7,62,4,1.02
7,63,4,1.72
7,64,4,1.6400000000000001
7,65,5,1.52
7,66,5,1.07
7,67,5,1.0
7,68,5,2.0
7,69,5,1.48
7,70,5,1.91
7,71,5,1.01
7,72,5,1.0
7,73,5,1.0
7,74,5,1.0
7,75,5,1.73
7,76,5,1.0
7,77,6,1.1
7,78,6,1.0
7,79,6,1.19
7,80,6,1.18
7,81,6,1.98
7,82,6,1.25
7,83,6,1.95
7,84,6,1.03
7,85,6,1.0
7,86,6,1.97
7,87,7,1.0
7,88,7,1.4
7,89,7,1.02
7,90,7,1.02
7,91,7,1.0
7,92,7,1.09
7,93,7,1.0
7,94,7,1.0
7,95,7,1.01
7,96,7,1.28
7,97,7,1.0
7,98,8,1.29
7,99,8,1.0
7,100,8,1.03
7,101,8,1.77
7,102,8,1.01
7,103,8,1.01
7,104,8,1.25
7,105,8,1.0
7,106,8,1.0
7,107,8,1.01
7,108,8,1.0
7,109,8,2.0
7,110,8,1.01
7,111,8,1.06
7,112,8,1.0
7,113,8,1.3900000000000001
7,114,8,1.52
7,115,8,1.1
8,0,0,1.0
8,1,0,1.51
8,2,0,1.09
8,3,0,1.74
8,4,0,1.4
8,5,0,1.8699999999999999
8,6,0,1.28
8,7,0,1.8599999999999999
8,8,0,1.12
8,9,0,1.33
8,10,0,1.59
8,11,0,1.59
8,12,0,1.29
8,13,0,1.92
8,14,0,1.47
8,15,1,1.1
8,16,1,1.24
8,17,1,1.43
8,18,1,1.46
8,19,1,1.6099999999999999
8,20,1,1.6099999999999999
8,21,1,1.16
8,22,1,1.28
8,23,1,1.22
8,24,1,1.18
8,25,1,1.41
8,26,1,1.1
8,27,1,1.16
8,28,2,1.3900000000000001
8,29,2,1.21
8,30,2,1.0
8,31,2,1.76
8,32,2,1.18
8,33,2,1.08
8,34,2,1.28
8,35,2,1.0
8,36,2,1.0
8,37,2,1.01
8,38,2,1.0
8,39,3,1.0
8,40,3,1.51
8,41,3,1.8800000000000001
8,42,3,1.83
8,43,3,1.71
8,44,3,1.13
8,45,3,1.17
8,46,3,1.13
8,47,3,1.74
8,48,3,1.11
8,49,3,1.0
8,50,3,1.0
8,51,3,1.0
8,52,3,1.0
8,53,4,1.73
8,54,4,1.24
8,55,4,1.03
8,56,4,1.12
8,57,4,1.09
8,58,4,1.3900000000000001
8,59,4,1.66
8,60,4,1.12
8,61,4,1.0
8,62,4,1.6
8,63,4,1.66
8,64,4,1.8800000000000001
8,65,5,1.17
8,66,5,1.35
8,67,5,1.91
8,68,5,1.43
8,69,5,1.6
8,70,5,1.94
8,71,5,1.1
8,72,5,1.53
8,73,5,1.14
8,74,5,1.38
8,75,5,1.7
8,76,5,1.0
8,77,6,1.1
8,78,6,1.1
8,79,6,1.23
8,80,6,1.59
8,81,6,1.0
8,82,6,1.45
8,83,6,1.8699999999999999
8,84,6,1.0
8,85,6,1.01
8,86,6,1.8599999999999999
8,87,7,1.58
8,88,7,1.57
8,89,7,1.09
8,90,7,1.09
8,91,7,1.43
8,92,7,1.58
8,93,7,1.2
8,94,7,1.08
8,95,7,1.16
8,96,7,1.3399999999999999
8,97,7,1.43
8,98,8,1.33
8,99,8,1.14
8,100,8,1.01
8,101,8,1.72
8,102,8,1.59
8,103,8,1.05
8,104,8,1.26
8,105,8,1.56
8,106,8,1.13
8,107,8,1.02
8,108,8,1.18
8,109,8,1.8699999999999999
8,110,8,1.1199999999999999
8,111,8,1.0
8,112,8,1.74
8,113,8,1.24
8,114,8,1.21
8,115,8,1.28
9,0,0,1.0
9,1,0,1.0
9,2,0,1.83
9,3,0,1.0
9,4,0,1.76
9,5,0,1.54
9,6,0,2.0
9,7,0,1.0
9,8,0,1.0
9,9,0,1.69
9,10,0,1.59
9,11,0,1.67
9,12,0,1.0
9,13,0,1.0
9,14,0,1.24
9,15,1,2.0
9,16,1,2.0
9,17,1,1.52
9,18,1,1.1
9,19,1,1.69
9,20,1,1.28
9,21,1,2.0
9,22,1,2.0
9,23,1,2.0
9,24,1,1.7
9,25,1,1.78
9,26,1,1.58
9,27,1,1.08
9,28,2,2.0
9,29,2,1.0
9,30,2,1.8599999999999999
9,31,2,1.17
9,32,2,1.45
9,33,2,1.3599999999999999
9,34,2,1.91
9,35,2,1.0
9,36,2,1.75
9,37,2,1.0
9,38,2,1.0
9,39,3,1.09
9,40,3,1.44
9,41,3,1.26
9,42,3,1.0
9,43,3,1.54
9,44,3,1.6400000000000001
9,45,3,1.3399999999999999
9,46,3,1.41
9,47,3,1.0
9,48,3,1.0
9,49,3,1.0
9,50,3,1.0
9,51,3,1.08
9,52,3,1.0
9,53,4,1.75
9,54,4,1.01
9,55,4,1.0
9,56,4,1.0
9,57,4,1.76
9,58,4,1.23
9,59,4,1.54
9,60,4,1.5
9,61,4,2.0
9,62,4,1.0
9,63,4,1.01
9,64,4,1.0
9,65,5,1.0
9,66,5,1.0
9,67,5,1.0
9,68,5,1.0
9,69,5,1.0
9,70,5,1.0
9,71,5,1.21
9,72,5,1.45
9,73,5,1.73
9,74,5,1.0
9,75,5,1.0
9,76,5,1.33
9,77,6,2.0
9,78,6,1.0
9,79,6,1.07
9,80,6,1.29
9,81,6,1.0
9,82,6,1.8900000000000001
9,83,6,1.0
9,84,6,2.0
9,85,6,2.0
9,86,6,1.0
9,87,7,1.73
9,88,7,2.0
9,89,7,1.77
9,90,7,1.35
9,91,7,1.15
9,92,7,1.79
9,93,7,1.83
9,94,7,2.0
9,95,7,1.44
9,96,7,1.6400000000000001
9,97,7,1.1
9,98,8,2.0
9,99,8,2.0
9,100,8,2.0
9,101,8,1.0
9,102,8,2.0
9,103,8,2.0
9,104,8,2.0
9,105,8,1.71
9,106,8,2.0
9,107,8,1.33
9,108,8,2.0
9,109,8,1.05
9,110,8,1.79
9,111,8,2.0
9,112,8,1.0
9,113,8,1.3399999999999999
9,114,8,2.0
9,115,8,2.0
10,0,0,1.16
10,1,0,1.0
10,2,0,1.0
10,3,0,2.0
10,4,0,1.51
10,5,0,1.5
10,6,0,1.0
10,7,0,1.78
10,8,0,1.09
10,9,0,1.0
10,10,0,2.0
10,11,0,1.0
10,12,0,1.76
10,13,0,1.0
10,14,0,2.0
10,15,1,1.0
10,16,1,1.0
10,17,1,1.5
10,18,1,1.5
10,19,1,2.0
10,20,1,1.51
10,21,1,1.0
10,22,1,1.0
10,23,1,1.0
10,24,1,1.8599999999999999
10,25,1,1.5
10,26,1,1.0
10,27,1,1.0
10,28,2,1.01
10,29,2,1.51
10,30,2,1.0
10,31,2,1.51
10,32,2,1.0
10,33,2,1.5
10,34,2,1.5
10,35,2,1.0
10,36,2,1.0
10,37,2,1.0
10,38,2,1.0
10,39,3,1.0
10,40,3,1.0
10,41,3,1.99
10,42,3,1.74
10,43,3,1.0
10,44,3,1.0
10,45,3,1.0
10,46,3,1.74
10,47,3,1.0
10,48,3,1.0
10,49,3,1.98
10,50,3,1.79
10,51,3,1.0
10,52,3,1.0
10,53,4,1.71
10,54,4,1.0
10,55,4,1.81
10,56,4,1.0
10,57,4,1.51
10,58,4,1.84
10,59,4,1.51
10,60,4,1.51
10,61,4,1.0
10,62,4,1.0
10,63,4,1.17
10,64,4,1.51
10,65,5,1.5
10,66,5,1.0
10,67,5,1.02
10,68,5,1.51
10,69,5,1.0
10,70,5,1.0
10,71,5,1.5
10,72,5,1.0
10,73,5,1.0
10,74,5,1.52
10,75,5,2.0
10,76,5,1.5
10,77,6,1.0
10,78,6,1.0
10,79,6,1.8800000000000001
10,80,6,1.0
10,81,6,1.0
10,82,6,1.0
10,83,6,2.0
10,84,6,1.0
10,85,6,1.0
10,86,6,2.0
10,87,7,1.0
10,88,7,1.0
10,89,7,1.0
10,90,7,1.0
10,91,7,1.81
10,92,7,1.0
10,93,7,1.0
10,94,7,1.01
10,95,7,1.0
10,96,7,1.0
10,97,7,1.02
10,98,8,1.0
10,99,8,1.02
10,100,8,1.0
10,101,8,2.0
10,102,8,1.0
10,103,8,1.0
10,104,8,1.0
10,105,8,1.0
10,106,8,1.66
10,107,8,1.0
10,108,8,1.0
10,109,8,2.0
10,110,8,1.0
10,111,8,1.0
10,112,8,1.8599999999999999
10,113,8,1.0
10,114,8,1.01
10,115,8,1.0
11,0,0,1.01
11,1,0,1.63
11,2,0,1.08
11,3,0,1.76
11,4,0,1.02
11,5,0,1.78
11,6,0,1.0
11,7,0,1.8699999999999999
11,8,0,1.02
11,9,0,1.1
11,10,0,1.72
11,11,0,1.02
11,12,0,1.14
11,13,0,1.3399999999999999
11,14,0,1.22
11,15,1,1.01
11,16,1,1.2
11,17,1,1.0
11,18,1,1.62
11,19,1,1.84
11,20,1,1.0
11,21,1,1.27
11,22,1,1.01
11,23,1,1.0
11,24,1,1.01
11,25,1,1.01
11,26,1,1.01
11,27,1,1.01
11,28,2,1.11
11,29,2,1.6099999999999999
11,30,2,1.01
11,31,2,1.7
11,32,2,1.26
11,33,2,1.6400000000000001
11,34,2,1.72
11,35,2,1.59
11,36,2,1.1
11,37,2,1.81
11,38,2,1.02
11,39,3,1.01
11,40,3,1.01
11,41,3,1.01
11,42,3,1.74
11,43,3,1.09
11,44,3,1.22
11,45,3,1.6400000000000001
11,46,3,1.02
11,47,3,1.01
11,48,3,1.01
11,49,3,1.1
11,50,3,1.65
11,51,3,1.03
11,52,3,1.0
11,53,4,1.71
11,54,4,1.02
11,55,4,1.01
11,56,4,1.06
11,57,4,1.6
11,58,4,1.01
11,59,4,1.2
11,60,4,1.27
11,61,4,1.15
11,62,4,1.79
11,63,4,1.8800000000000001
11,64,4,1.54
11,65,5,1.69
11,66,5,1.23
11,67,5,1.01
11,68,5,1.83
